,ds,y,y_orig
1,1996-05-01,0.897326075786634,2.453035103932898
2,1996-06-01,0.8972946619136687,2.4529580458101172
3,1996-07-01,0.8972632164670098,2.4528809126614806
4,1996-08-01,0.8972317393862679,2.452803704346095
5,1996-09-01,0.8972002306108839,2.4527264207226764
6,1996-10-01,0.8971686900801275,2.452649061649546
7,1996-11-01,0.8971686900801275,2.452649061649546
8,1996-12-01,0.8972002306108839,2.4527264207226764
9,1997-01-01,0.8972317393862679,2.452803704346095
10,1997-02-01,0.8972946619136687,2.4529580458101172
11,1997-03-01,0.897326075786634,2.453035103932898
12,1997-04-01,0.8973574581461251,2.4531120871703256
13,1997-05-01,0.8974201285647194,2.4532658295491867
14,1997-06-01,0.897482673647841,2.453419274062965
15,1997-07-01,0.897545093871206,2.453572421821769
16,1997-08-01,0.897669561628285,2.4538778314843777
17,1997-09-01,0.8977935355889702,2.454182067296454
18,1997-10-01,0.8979478142889609,2.454560724523958
19,1997-11-01,0.8981625316035086,2.455087817797123
20,1997-12-01,0.8984061269286154,2.4556859385590184
21,1998-01-01,0.8986779156377366,2.456353456978142
22,1998-02-01,0.898917530798896,2.4569421070295223
23,1998-03-01,0.8991553154493764,2.457526399614844
24,1998-04-01,0.8993618962036054,2.458034129713842
25,1998-05-01,0.8995671130442208,2.4585386114743724
26,1998-06-01,0.8997419405421164,2.458968469202677
27,1998-07-01,0.8998868818277267,2.459324901084102
28,1998-08-01,0.9000311492604036,2.4596797271680084
29,1998-09-01,0.9001173887420321,2.459891857819539
30,1998-10-01,0.9002320028755019,2.4601738123509307
31,1998-11-01,0.9003176862233276,2.4603846173105146
32,1998-12-01,0.9004315633854472,2.4606648148822057
33,1999-01-01,0.9005450234545808,2.4609440179211153
34,1999-02-01,0.9006298465323794,2.461152771620446
35,1999-03-01,0.9007144378357883,2.4613609725471557
36,1999-04-01,0.9007987985663918,2.461568623515749
37,1999-05-01,0.9008829299166247,2.4617757273195755
38,1999-06-01,0.900994750280408,2.462051019368299
39,1999-07-01,0.9010783509963116,2.4622568572000847
40,1999-08-01,0.9011894680853091,2.462530471215736
41,1999-09-01,0.901300187068447,2.4628031351797146
42,1999-10-01,0.9014380300782182,2.463142638774903
43,1999-11-01,0.9015752604936652,2.4634806800567697
44,1999-12-01,0.9017118834726761,2.4638172711185278
45,2000-01-01,0.9018750363995995,2.464219282911524
46,2000-02-01,0.9019833274355183,2.4644861502198094
47,2000-03-01,0.9020642967920369,2.4646857061563905
48,2000-04-01,0.9021181584207866,2.4648184617180635
49,2000-05-01,0.9021450539700141,2.464884755255834
50,2000-06-01,0.9021181584207866,2.4648184617180635
51,2000-07-01,0.9020642967920369,2.4646857061563905
52,2000-08-01,0.9019833274355183,2.4644861502198094
53,2000-09-01,0.9019021448374754,2.4642860849523127
54,2000-10-01,0.9018207479270642,2.4640855078419177
55,2000-11-01,0.9017663637252946,2.463951504162356
56,2000-12-01,0.9017118834726761,2.4638172711185278
57,2001-01-01,0.9016846072263587,2.4637500683482836
58,2001-02-01,0.9016299822909515,2.4636154898356453
59,2001-03-01,0.9015752604936652,2.4634806800567697
60,2001-04-01,0.9014929954654354,2.463278030084698
61,2001-05-01,0.9013829666766342,2.463007013496654
62,2001-06-01,0.9012725444967334,2.462735057908354
63,2001-07-01,0.9011617262417172,2.462462157028148
64,2001-08-01,0.9010783509963116,2.4622568572000847
65,2001-09-01,0.900994750280408,2.462051019368299
66,2001-10-01,0.9009668330698636,2.4619822867310366
67,2001-11-01,0.9009668330698636,2.4619822867310366
68,2001-12-01,0.9010226423095706,2.462119691924835
69,2002-01-01,0.9011339594741228,2.462393783362986
70,2002-02-01,0.9012171850474182,2.4625987260254028
71,2002-03-01,0.9013278049276926,2.4628711534693073
72,2002-04-01,0.901410510649995,2.4630748554305355
73,2002-05-01,0.9014655250028755,2.463210363627217
74,2002-06-01,0.9015204415072626,2.463345638244328
75,2002-07-01,0.9015752604936652,2.4634806800567697
76,2002-08-01,0.9016299822909515,2.4636154898356453
77,2002-09-01,0.9017118834726761,2.4638172711185278
78,2002-10-01,0.9017935678123973,2.4640185346254393
79,2002-11-01,0.9019833274355183,2.4644861502198094
80,2002-12-01,0.9021987747331025,2.4650171743026057
81,2003-01-01,0.9023860629462247,2.4654788861997448
82,2003-02-01,0.9025722186796554,2.465937891952014
83,2003-03-01,0.9027308892025866,2.4663291946501267
84,2003-04-01,0.9028362165760573,2.4665889803073435
85,2003-05-01,0.9028887452541321,2.466718550368875
86,2003-06-01,0.9029411843159838,2.4668479061671276
87,2003-07-01,0.9029411843159838,2.4668479061671276
88,2003-08-01,0.9029673703316369,2.4669125039307875
89,2003-09-01,0.9029935340520335,2.466977048384141
90,2003-10-01,0.9030718918021194,2.467170362728906
91,2003-11-01,0.9032280101750856,2.4675555634194355
92,2003-12-01,0.9034349407622762,2.4680662289754385
93,2004-01-01,0.9037427430563616,2.468826022349745
94,2004-02-01,0.9040979822993217,2.4697032020320235
95,2004-03-01,0.9044491473806061,2.470570627853629
96,2004-04-01,0.9047469701011724,2.471306529498043
97,2004-05-01,0.9050663689294426,2.472095987977206
98,2004-06-01,0.9053824603480454,2.472877519816215
99,2004-07-01,0.905719241695256,2.4737104790935263
100,2004-08-01,0.9060049774004151,2.4744174074941623
101,2004-09-01,0.906170426193319,2.4748268307357293
102,2004-10-01,0.9061939884562535,2.4748851439432253
103,2004-11-01,0.9059337944844208,2.474241277516507
104,2004-12-01,0.9053340435662469,2.472757793943318
105,2005-01-01,0.904523875487405,2.4707552558177244
