,ds,y,y_orig
127,2006-11-01,12.612204198181498,300200.0
128,2006-12-01,12.634277240607828,306900.0
129,2007-01-01,12.654597243098785,313200.0
130,2007-02-01,12.667602977571287,317300.0
131,2007-03-01,12.673259812266334,319100.0
132,2007-04-01,12.67357314455779,319200.0
133,2007-05-01,12.667918087074446,317400.0
134,2007-06-01,12.661596953511076,315400.0
135,2007-07-01,12.658103222785659,314300.0
136,2007-08-01,12.658421339537188,314400.0
137,2007-09-01,12.660962636965861,315200.0
138,2007-10-01,12.664762514875635,316400.0
139,2007-11-01,12.668548008355117,317600.0
140,2007-12-01,12.671377753994355,318500.0
141,2008-01-01,12.670435394885823,318200.0
142,2008-02-01,12.666657052859417,317000.0
143,2008-03-01,12.66539442642905,316600.0
144,2008-04-01,12.666341545679012,316900.0
