,ds,y,y_orig
127,2006-11-01,12.833080023585573,374400.0
128,2006-12-01,12.822338781754162,370400.0
129,2007-01-01,12.811207948766906,366300.0
130,2007-02-01,12.798293907500158,361600.0
131,2007-03-01,12.783247649837698,356200.0
132,2007-04-01,12.766545209185578,350300.0
133,2007-05-01,12.748396936355535,344000.0
134,2007-06-01,12.727838209334498,337000.0
135,2007-07-01,12.70381302974751,329000.0
136,2007-08-01,12.67794951915759,320600.0
137,2007-09-01,12.652999543445933,312700.0
138,2007-10-01,12.630032336274503,305600.0
139,2007-11-01,12.608198852372823,299000.0
140,2007-12-01,12.586561767568162,292600.0
141,2008-01-01,12.564446146104487,286200.0
142,2008-02-01,12.540399725804999,279400.0
143,2008-03-01,12.514292369199502,272200.0
144,2008-04-01,12.487485104968359,265000.0
